ra,nome,ano_referencia,fase,turma,idade,genero,ano_ingresso,instituicao_ensino,pedra,inde,ian,ida,ieg,iaa,ips,ipp,ipv,defasagem,matematica,portugues,ida_next,ian_next,defasagem_next,delta_ida_next,delta_ian_next,delta_defasagem_next,target_risco
RA-390,Aluno-390,2023,FASE 3,3G,,Feminino,2022.0,Pública,Agata,6.905741667,10.0,4.8,8.8,7.9,2.52,7.34375,7.005,0.0,5.7,5.8,4.166666666666667,10.0,0.0,-0.6333333333333329,0.0,0.0,0
RA-391,ALUNO-391,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.1,5.0,-1.0,,,,0
RA-391,Aluno-391,2022,2,J,12.0,Menina,2022.0,Escola Pública,Ametista,7.117,5.0,5.1,8.1,10.0,7.5,,8.056,-1.0,5.0,5.2,3.5,10.0,0.0,-1.5999999999999996,5.0,1.0,1
RA-392,ALUNO-392,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.8,5.0,-2.0,,,,0
RA-392,Aluno-392,2022,2,J,14.0,Menino,2022.0,Escola Pública,Ágata,6.418,5.0,4.8,8.8,9.5,5.6,,6.778,-2.0,3.7,5.8,4.6,5.0,-2.0,-0.20000000000000018,0.0,0.0,0
RA-392,Aluno-392,2023,FASE 3,3I,15.0,Masculino,2022.0,Pública,Agata,6.567208333,5.0,4.6,9.5,9.6,2.52,6.09375,7.17,-2.0,6.2,4.7,1.0,5.0,-1.0,-3.5999999999999996,0.0,1.0,1
RA-393,ALUNO-393,2021,2.0,F,,,,Escola Pública,Ametista,7.26,5.0,7.4,6.7,9.0,7.5,8.1,7.4,-1.0,,,4.6,2.5,-4.0,-2.8000000000000007,-2.5,-3.0,1
RA-394,ALUNO-394,2021,4.0,F,,,,Rede Decisão,Ágata,6.053,5.0,5.2,5.3,7.1,6.9,7.2,6.7,-2.0,,,5.9,10.0,0.0,0.7000000000000002,5.0,2.0,1
RA-395,ALUNO-395,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.9,10.0,0.0,,,,0
RA-395,Aluno-395,2022,2,J,11.0,Menina,2018.0,Escola Pública,Ametista,7.683,10.0,4.9,8.9,9.0,7.5,,8.333,0.0,4.2,5.7,6.0,10.0,0.0,1.0999999999999996,0.0,0.0,0
RA-395,Aluno-395,2023,FASE 3,3I,12.0,Feminino,2018.0,Pública,Ametista,7.469175,10.0,6.0,8.6,9.2,2.52,7.96875,7.9175,0.0,6.7,5.3,4.333333333333333,10.0,1.0,-1.666666666666667,0.0,1.0,1
RA-396,ALUNO-396,2021,5.0,A,,,,Escola Pública,Ametista,7.593,5.0,7.2,8.1,7.9,7.5,7.7,8.7,-1.0,,,5.6,5.0,-1.0,-1.6000000000000005,0.0,0.0,1
RA-397,ALUNO-397,2021,3.0,B,,,,Rede Decisão,Quartzo,4.257,10.0,2.5,2.8,6.7,3.1,4.6,3.8,0.0,,,2.8,5.0,-2.0,0.2999999999999998,-5.0,-2.0,0
RA-397,Aluno-397,2022,2,J,14.0,Menina,2017.0,Escola Pública,Quartzo,5.852,5.0,2.8,5.7,9.0,6.9,,7.167,-2.0,3.3,2.3,4.6,5.0,-1.0,1.7999999999999998,0.0,1.0,1
RA-397,Aluno-397,2023,FASE 4,4G,15.0,Feminino,2017.0,Pública,Agata,6.207083333,5.0,4.6,7.9,7.5,2.52,7.1875,7.465,-1.0,6.7,5.0,5.666666666666667,5.0,-2.0,1.0666666666666673,0.0,-1.0,0
RA-398,ALUNO-398,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.5,10.0,0.0,,,,0
RA-398,Aluno-398,2022,2,K,10.0,Menina,2022.0,Escola Pública,Ametista,7.742,10.0,5.5,9.3,9.0,7.5,,7.5,0.0,3.0,8.0,6.5,10.0,1.0,1.0,0.0,1.0,1
RA-398,Aluno-398,2023,FASE 3,3N,,Feminino,2022.0,Pública,Ametista,7.153766667,10.0,6.5,8.1,6.7,2.52,7.5,7.7925,1.0,9.3,5.8,8.0,10.0,0.0,1.5,0.0,-1.0,0
RA-399,ALUNO-399,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.3,5.0,-1.0,,,,0
RA-399,Aluno-399,2022,2,K,12.0,Menina,2022.0,Escola Pública,Ágata,6.58,5.0,4.3,9.3,6.8,5.6,,7.5,-1.0,3.0,5.5,4.7,10.0,0.0,0.40000000000000036,5.0,1.0,1
RA-4,ALUNO-4,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.0,10.0,0.0,,,,0
RA-40,ALUNO-40,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.0,5.0,-1.0,,,,0
RA-40,ALUNO-40,2021,5.0,B,,,,Escola Pública,Ametista,7.334,5.0,6.0,7.8,9.2,7.5,8.3,8.0,-1.0,,,6.8,5.0,-1.0,0.7999999999999998,0.0,0.0,0
RA-40,Aluno-40,2022,5,A,16.0,Menina,2016.0,Rede Decisão,Ametista,7.203,5.0,6.8,7.8,7.9,7.5,,7.75,-1.0,4.7,7.3,5.9,5.0,-1.0,-0.8999999999999995,0.0,0.0,1
RA-40,Aluno-40,2023,FASE 6,6A,17.0,Feminino,2016.0,Privada - Programa de Apadrinhamento,Ametista,7.169975,5.0,5.9,8.2,7.5,7.52,7.96875,7.755,-1.0,6.2,5.7,5.333333333333333,10.0,0.0,-0.5666666666666673,5.0,1.0,1
RA-400,ALUNO-400,2021,1.0,C,,,,Escola Pública,Quartzo,3.729,5.0,1.2,3.3,0.0,5.6,7.3,5.2,-1.0,,,1.7,5.0,-2.0,0.5,0.0,-1.0,0
RA-400,Aluno-400,2022,2,K,14.0,Menino,2018.0,Escola Pública,Ágata,6.042,5.0,1.7,8.5,9.0,5.0,,7.444,-2.0,1.2,2.2,4.1,5.0,-1.0,2.3999999999999995,0.0,1.0,1
RA-401,ALUNO-401,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.3,5.0,-1.0,,,,0
RA-401,Aluno-401,2022,2,K,12.0,Menina,2021.0,Escola Pública,Ágata,6.645,5.0,4.3,9.6,6.9,7.5,,6.722,-1.0,3.7,5.0,7.3,5.0,-1.0,3.0,0.0,0.0,0
RA-401,Aluno-401,2023,FASE 2,2K,12.0,Feminino,2021.0,Pública,Agata,6.363666667,5.0,7.3,8.1,4.0,2.52,7.083333333,7.116666667,-1.0,6.3,8.3,4.833333333333333,10.0,0.0,-2.466666666666667,5.0,1.0,1
RA-402,ALUNO-402,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.0,5.0,-1.0,,,,0
RA-402,Aluno-402,2022,2,K,12.0,Menina,2019.0,Escola Pública,Quartzo,5.261,5.0,3.0,3.7,9.0,5.0,,7.222,-1.0,4.3,1.7,4.2,10.0,0.0,1.2000000000000002,5.0,1.0,1
RA-402,Aluno-402,2023,FASE 3,3N,13.0,Feminino,2019.0,Pública,Agata,6.632716667,10.0,4.2,7.3,9.2,2.52,7.8125,6.88,0.0,4.7,4.0,4.166666666666667,10.0,0.0,-0.033333333333333215,0.0,0.0,0
RA-403,ALUNO-403,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.4,10.0,0.0,,,,0
RA-403,ALUNO-403,2021,3.0,D,,,,Escola Pública,Ametista,7.878,10.0,6.4,7.2,9.2,7.5,7.9,8.5,0.0,,,6.3,5.0,-1.0,-0.10000000000000053,-5.0,-1.0,0
RA-403,Aluno-403,2022,2,K,12.0,Menino,2020.0,Escola Pública,Ametista,7.455,5.0,6.3,9.3,9.5,7.5,,7.5,-1.0,6.5,6.2,7.8,5.0,-1.0,1.5,0.0,0.0,0
RA-403,Aluno-403,2023,FASE 2,2U,,Masculino,2020.0,Pública,Ametista,7.716366667,5.0,7.8,8.8,8.5,6.27,7.291666667,8.45,-1.0,6.8,8.8,7.666666666666667,10.0,0.0,-0.13333333333333286,5.0,1.0,1
RA-404,ALUNO-404,2021,4.0,G,,,,Rede Decisão,Topázio,8.499,10.0,7.4,9.2,8.8,7.5,8.9,8.3,0.0,,,5.3,5.0,-1.0,-2.1000000000000005,-5.0,-1.0,1
RA-404,Aluno-404,2022,2,K,12.0,Menina,2020.0,Escola Pública,Ágata,6.658,5.0,5.3,7.3,9.0,7.5,,6.944,-1.0,4.0,6.5,6.0,5.0,-1.0,0.7000000000000002,0.0,0.0,0
RA-404,Aluno-404,2023,FASE 2,2L,,Feminino,2020.0,Pública,Agata,6.7093,5.0,6.0,8.3,7.9,5.02,6.875,6.89,-1.0,4.7,7.2,5.666666666666667,10.0,0.0,-0.33333333333333304,5.0,1.0,1
RA-405,ALUNO-405,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.0,10.0,0.0,,,,0
RA-405,ALUNO-405,2021,0.0,S,,,,Escola Pública,Ametista,7.767,10.0,6.0,8.3,8.5,7.5,7.5,7.8,0.0,,,3.3,5.0,-1.0,-2.7,-5.0,-1.0,1
RA-406,ALUNO-406,2021,1.0,A,,,,Escola Pública,Ágata,6.868,5.0,6.4,8.3,9.0,6.9,7.5,5.4,-1.0,,,6.6,5.0,-1.0,0.1999999999999993,0.0,0.0,0
RA-407,ALUNO-407,2021,4.0,G,,,,Rede Decisão,Topázio,8.475,10.0,6.6,8.9,8.3,7.5,9.2,9.4,0.0,,,6.0,5.0,-1.0,-0.5999999999999996,-5.0,-1.0,0
RA-407,Aluno-407,2022,2,K,13.0,Menino,2022.0,Escola Pública,Ametista,7.195,5.0,6.0,9.3,8.5,7.5,,7.056,-1.0,4.0,8.0,7.3,5.0,-1.0,1.2999999999999998,0.0,0.0,0
RA-407,Aluno-407,2023,FASE 3,3L,14.0,Masculino,2022.0,Pública,Ametista,7.665083333,5.0,7.3,8.6,9.6,7.52,7.8125,7.5,-1.0,7.3,7.2,3.6666666666666665,10.0,0.0,-3.6333333333333333,5.0,1.0,1
RA-408,ALUNO-408,2021,1.0,C,,,,Escola Pública,Topázio,8.699,10.0,7.2,9.2,9.0,8.8,8.8,8.9,0.0,,,3.3,5.0,-1.0,-3.9000000000000004,-5.0,-1.0,1
RA-408,Aluno-408,2022,2,K,12.0,Menina,2022.0,Escola Pública,Ágata,6.725,5.0,3.3,9.7,8.0,7.5,,7.333,-1.0,1.0,5.5,6.8,5.0,-1.0,3.5,0.0,0.0,0
RA-408,Aluno-408,2023,FASE 2,2L,13.0,Feminino,2022.0,Pública,Ametista,7.242133333,5.0,6.8,8.5,7.9,3.77,8.333333333,8.45,-1.0,6.0,7.5,4.833333333333333,10.0,0.0,-1.9666666666666668,5.0,1.0,1
RA-409,ALUNO-409,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.8,10.0,0.0,,,,0
RA-409,Aluno-409,2022,2,K,11.0,Menina,2022.0,Escola Pública,Topázio,8.15,10.0,7.8,9.7,7.9,7.5,,7.5,0.0,6.0,9.5,8.0,5.0,-1.0,0.20000000000000018,-5.0,-1.0,0
RA-409,Aluno-409,2023,FASE 2,2K,,Feminino,2022.0,Pública,Ametista,7.621466667,5.0,8.0,9.5,8.4,2.52,7.916666667,8.73,-1.0,6.2,9.7,7.166666666666667,10.0,0.0,-0.833333333333333,5.0,1.0,1
RA-41,ALUNO-41,2021,2.0,C,,,,Escola Pública,Ágata,6.1,5.0,6.8,5.0,0.0,7.5,7.5,8.8,-1.0,,,5.6,5.0,-2.0,-1.2000000000000002,0.0,-1.0,1
RA-410,ALUNO-410,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.0,5.0,-2.0,,,,0
RA-410,Aluno-410,2022,2,K,14.0,Menino,2018.0,Escola Pública,Quartzo,5.675,5.0,2.0,6.5,7.4,6.3,,7.444,-2.0,2.0,2.0,4.9,5.0,-1.0,2.9000000000000004,0.0,1.0,1
RA-411,ALUNO-411,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.1,5.0,-1.0,,,,0
RA-411,Aluno-411,2022,2,L,12.0,Menina,2019.0,Escola Pública,Ametista,7.232,5.0,7.1,8.6,6.4,7.5,,7.833,-1.0,6.7,7.5,6.6,10.0,0.0,-0.5,5.0,1.0,1
RA-411,Aluno-411,2023,FASE 3,3L,13.0,Feminino,2019.0,Privada,Ametista,7.779983333,10.0,6.6,9.0,6.2,7.52,7.8125,7.5425,0.0,5.7,6.7,4.833333333333333,10.0,0.0,-1.7666666666666666,0.0,0.0,1
RA-412,ALUNO-412,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.3,5.0,-1.0,,,,0
RA-412,Aluno-412,2022,2,L,12.0,Menina,2018.0,Escola Pública,Ametista,7.556,5.0,7.3,9.0,8.5,7.5,,7.778,-1.0,6.5,8.2,6.2,10.0,0.0,-1.0999999999999996,5.0,1.0,1
RA-412,Aluno-412,2023,FASE 3,3L,13.0,Feminino,2018.0,Pública,Ametista,7.373891667,10.0,6.2,8.9,8.8,2.52,7.03125,7.585,0.0,5.8,5.2,7.333333333333333,10.0,0.0,1.1333333333333329,0.0,0.0,0
RA-413,ALUNO-413,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.7,5.0,-1.0,,,,0
RA-413,Aluno-413,2022,2,L,12.0,Menina,2022.0,Escola Pública,Ágata,6.408,5.0,4.7,8.7,6.4,5.6,,7.056,-1.0,4.2,5.2,6.3,5.0,-1.0,1.5999999999999996,0.0,0.0,0
RA-414,ALUNO-414,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.9,5.0,-1.0,,,,0
RA-414,Aluno-414,2022,2,L,12.0,Menina,2021.0,Escola Pública,Ametista,7.284,5.0,5.9,9.3,8.0,7.5,,7.667,-1.0,5.7,6.2,6.5,10.0,0.0,0.5999999999999996,5.0,1.0,1
RA-414,Aluno-414,2023,FASE 3,3L,13.0,Feminino,2021.0,Pública,Ametista,7.25025,10.0,6.5,9.5,0.0,7.52,7.8125,7.585,0.0,6.0,7.0,6.0,10.0,0.0,-0.5,0.0,0.0,0
RA-415,ALUNO-415,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.2,10.0,0.0,,,,0
RA-415,Aluno-415,2022,2,L,11.0,Menina,2019.0,Escola Pública,Ametista,7.695,10.0,6.2,8.3,8.0,7.5,,8.056,0.0,4.8,7.5,3.7,10.0,0.0,-2.5,0.0,0.0,1
RA-416,ALUNO-416,2021,2.0,H,,,,Escola Pública,Ametista,7.349,5.0,6.9,8.8,9.0,4.4,7.3,8.2,-2.0,,,7.2,5.0,-1.0,0.2999999999999998,0.0,1.0,1
RA-416,Aluno-416,2022,2,L,12.0,Menino,2018.0,Rede Decisão,Ametista,7.913,5.0,7.2,9.3,9.5,8.8,,8.222,-1.0,6.7,7.7,7.6,10.0,0.0,0.39999999999999947,5.0,1.0,1
RA-416,Aluno-416,2023,FASE 3,3L,13.0,Masculino,2018.0,Privada - Programa de Apadrinhamento,Topázio,8.144425,10.0,7.6,9.8,9.2,2.52,8.28125,8.3375,0.0,7.0,7.0,8.0,10.0,1.0,0.40000000000000036,0.0,1.0,1
RA-417,ALUNO-417,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.0,5.0,-1.0,,,,0
RA-417,Aluno-417,2022,2,L,13.0,Menina,2022.0,Escola Pública,Topázio,8.428,5.0,8.0,10.0,10.0,7.5,,9.556,-1.0,6.0,10.0,7.8,10.0,0.0,-0.20000000000000018,5.0,1.0,1
RA-417,Aluno-417,2023,FASE 3,3L,,Feminino,2022.0,Pública,Topázio,8.257658333,10.0,7.8,9.7,5.4,7.52,8.28125,8.2125,0.0,6.7,8.3,8.833333333333334,10.0,0.0,1.033333333333334,0.0,0.0,0
RA-418,ALUNO-418,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.5,10.0,0.0,,,,0
RA-418,Aluno-418,2022,2,L,10.0,Menina,2020.0,Rede Decisão,Topázio,8.175,10.0,7.5,9.4,8.0,7.5,,8.222,0.0,6.5,8.5,8.1,10.0,1.0,0.5999999999999996,0.0,1.0,1
RA-418,Aluno-418,2023,FASE 3,3L,,Feminino,2020.0,Privada - Programa de Apadrinhamento,Topázio,8.1686,10.0,8.1,10.0,8.8,2.52,8.125,8.045,1.0,6.7,8.3,9.333333333333334,10.0,1.0,1.2333333333333343,0.0,0.0,0
RA-419,ALUNO-419,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.9,5.0,-1.0,,,,0
RA-419,Aluno-419,2022,2,L,12.0,Menina,2019.0,Rede Decisão,Ametista,7.359,5.0,6.9,9.2,7.5,5.6,,8.389,-1.0,5.3,8.5,7.6,10.0,0.0,0.6999999999999993,5.0,1.0,1
RA-419,Aluno-419,2023,FASE 3,3L,,Feminino,2019.0,Privada - Programa de Apadrinhamento,Ametista,7.7261,10.0,7.6,9.5,6.7,2.52,8.125,7.875,0.0,7.0,7.3,8.166666666666666,10.0,1.0,0.5666666666666664,0.0,1.0,1
RA-42,ALUNO-42,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.0,10.0,0.0,,,,0
RA-42,ALUNO-42,2021,0.0,J,,,,Escola Pública,Ágata,6.802,10.0,4.0,6.7,10.0,7.5,7.2,6.0,0.0,,,4.8,10.0,0.0,0.7999999999999998,0.0,0.0,0
RA-42,Aluno-42,2022,5,A,15.0,Menino,2019.0,Rede Decisão,Ágata,6.72,10.0,4.8,7.9,8.3,5.6,,6.083,0.0,3.7,4.5,5.7,5.0,-1.0,0.9000000000000004,-5.0,-1.0,0
RA-42,Aluno-42,2023,FASE 5,5A,,Masculino,2019.0,Privada - Programa de Apadrinhamento,Agata,6.794516667,5.0,5.7,8.6,8.8,5.63,6.5625,6.6675,-1.0,6.3,4.2,8.166666666666666,5.0,-1.0,2.466666666666666,0.0,0.0,0
RA-420,ALUNO-420,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.5,10.0,0.0,,,,0
RA-420,Aluno-420,2022,2,L,11.0,Menina,2019.0,Rede Decisão,Ametista,7.461,10.0,4.5,9.0,9.5,5.6,,8.0,0.0,1.3,7.7,5.3,10.0,0.0,0.7999999999999998,0.0,0.0,0
RA-420,Aluno-420,2023,FASE 3,3M,,Feminino,2019.0,Privada - Programa de Apadrinhamento,Ametista,7.356358333,10.0,5.3,9.3,8.3,2.52,7.65625,7.96,0.0,5.7,5.8,4.0,10.0,1.0,-1.2999999999999998,0.0,1.0,1
RA-421,ALUNO-421,2021,4.0,F,,,,Escola Pública,Ágata,6.624,5.0,5.8,5.8,9.2,7.5,7.7,6.9,-2.0,,,8.8,10.0,0.0,3.000000000000001,5.0,2.0,1
RA-421,Aluno-421,2022,2,L,11.0,Menino,2021.0,Escola Pública,Topázio,8.717,10.0,8.8,9.3,8.5,7.5,,9.111,0.0,9.2,8.5,7.3,10.0,0.0,-1.5000000000000009,0.0,0.0,1
RA-421,Aluno-421,2023,FASE 3,3L,,Masculino,2021.0,Pública,Topázio,8.030716667,10.0,7.3,9.9,9.2,2.52,7.8125,8.17,0.0,8.0,6.2,6.666666666666667,10.0,1.0,-0.6333333333333329,0.0,1.0,1
RA-422,ALUNO-422,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.2,5.0,-2.0,,,,0
RA-422,ALUNO-422,2021,0.0,Q,,,,Escola Pública,Ametista,7.965,5.0,7.2,10.0,9.0,7.5,8.4,7.7,-2.0,,,2.5,5.0,-1.0,-4.7,0.0,1.0,1
RA-422,Aluno-422,2022,2,L,12.0,Menino,2022.0,Escola Pública,Ágata,6.746,5.0,2.5,10.0,8.5,7.5,,7.5,-1.0,1.0,4.0,4.4,5.0,-1.0,1.9000000000000004,0.0,0.0,0
RA-422,Aluno-422,2023,FASE 2,2U,,Masculino,2022.0,Pública,Quartzo,5.57,5.0,4.4,7.8,0.0,7.52,6.666666667,6.106666667,-1.0,3.0,5.7,2.8333333333333335,5.0,-1.0,-1.5666666666666669,0.0,0.0,1
RA-423,ALUNO-423,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,1.5,5.0,-2.0,,,,0
RA-423,ALUNO-423,2021,5.0,F,,,,Escola Pública,Quartzo,3.146,5.0,1.5,1.7,0.0,5.0,6.9,4.2,-2.0,,,2.3,5.0,-1.0,0.7999999999999998,0.0,1.0,1
RA-423,Aluno-423,2022,2,L,12.0,Menina,2022.0,Escola Pública,Ágata,6.647,5.0,2.3,9.6,8.4,7.5,,7.667,-1.0,0.5,4.0,3.4,5.0,-1.0,1.1,0.0,0.0,0
RA-423,Aluno-423,2023,FASE 2,2U,13.0,Feminino,2022.0,Pública,Agata,6.607533333,5.0,3.4,8.7,8.0,6.89,7.083333333,7.45,-1.0,2.3,4.5,4.333333333333333,10.0,0.0,0.9333333333333331,5.0,1.0,1
RA-424,ALUNO-424,2021,2.0,I,,,,Escola Pública,Ágata,5.99,5.0,4.5,5.0,9.0,7.5,7.3,6.1,-1.0,,,7.5,5.0,-1.0,3.0,0.0,0.0,0
RA-424,Aluno-424,2022,2,L,12.0,Menina,2022.0,Escola Pública,Ametista,7.94,5.0,7.5,10.0,9.0,7.5,,8.222,-1.0,10.0,5.0,6.4,10.0,0.0,-1.0999999999999996,5.0,1.0,1
RA-424,Aluno-424,2023,FASE 3,3M,,Feminino,2022.0,Pública,Ametista,7.72685,10.0,6.4,9.9,8.8,2.52,7.8125,7.7925,0.0,5.0,6.7,3.3333333333333335,10.0,0.0,-3.066666666666667,0.0,0.0,1
RA-425,ALUNO-425,2021,3.0,F,,,,Escola Pública,Ágata,6.642,5.0,5.5,6.4,9.2,7.5,7.1,6.9,-1.0,,,9.0,5.0,-1.0,3.5,0.0,0.0,0
RA-425,Aluno-425,2022,2,L,12.0,Menino,2022.0,Escola Pública,Topázio,8.117,5.0,9.0,10.0,9.0,7.5,,7.5,-1.0,9.0,9.0,7.5,10.0,0.0,-1.5,5.0,1.0,1
RA-425,Aluno-425,2023,FASE 3,3L,13.0,Masculino,2022.0,Pública,Topázio,8.10555,10.0,7.5,9.9,9.2,2.52,7.8125,8.3775,0.0,6.7,7.3,9.0,10.0,0.0,1.5,0.0,0.0,0
RA-426,ALUNO-426,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.6,5.0,-2.0,,,,0
RA-426,Aluno-426,2022,2,M,14.0,Menina,2022.0,Escola Pública,Ágata,6.35,5.0,4.6,6.5,9.0,7.5,,7.111,-2.0,2.3,6.8,5.0,5.0,-1.0,0.40000000000000036,0.0,1.0,1
RA-426,Aluno-426,2023,FASE 3,3M,,Feminino,2022.0,Pública,Agata,6.329158333,5.0,5.0,7.6,5.4,5.0,7.65625,7.5425,-1.0,4.7,5.2,4.833333333333333,5.0,-1.0,-0.16666666666666696,0.0,0.0,0
RA-427,ALUNO-427,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.5,5.0,-1.0,,,,0
RA-428,ALUNO-428,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.5,5.0,-1.0,,,,0
RA-428,Aluno-428,2022,2,M,13.0,Menino,2022.0,Escola Pública,Ametista,7.683,5.0,9.5,8.7,6.8,7.5,,7.111,-1.0,10.0,9.0,7.2,10.0,0.0,-2.3,5.0,1.0,1
RA-428,Aluno-428,2023,FASE 3,3N,,Masculino,2022.0,Pública,Ametista,7.821816667,10.0,7.2,9.5,8.3,2.52,7.8125,8.0425,0.0,9.3,4.7,5.0,10.0,0.0,-2.2,0.0,0.0,1
RA-429,ALUNO-429,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.7,5.0,-1.0,,,,0
RA-43,ALUNO-43,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.3,5.0,-1.0,,,,0
RA-43,Aluno-43,2022,5,A,16.0,Menina,2019.0,Escola Pública,Quartzo,5.486,5.0,4.3,6.5,6.3,5.6,,5.958,-1.0,4.0,5.8,5.0,5.0,-1.0,0.7000000000000002,0.0,0.0,0
RA-430,ALUNO-430,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.5,5.0,-1.0,,,,0
RA-430,Aluno-430,2022,2,M,13.0,Menino,2022.0,Escola Pública,Ametista,7.585,5.0,8.5,8.6,9.5,7.5,,6.611,-1.0,7.5,9.5,6.4,5.0,-1.0,-2.0999999999999996,0.0,0.0,1
RA-431,ALUNO-431,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.5,10.0,0.0,,,,0
RA-432,ALUNO-432,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.6,5.0,-2.0,,,,0
RA-432,ALUNO-432,2021,0.0,I,,,,Escola Pública,Quartzo,4.946,5.0,2.6,6.7,9.0,5.0,2.5,4.8,-2.0,,,5.1,5.0,-2.0,2.4999999999999996,0.0,0.0,0
RA-432,Aluno-432,2022,2,M,14.0,Menina,2019.0,Escola Pública,Ágata,6.34,5.0,5.1,6.8,10.0,5.0,,6.611,-2.0,5.7,4.5,5.2,5.0,-2.0,0.10000000000000053,0.0,0.0,0
RA-432,Aluno-432,2023,FASE 3,3M,,Feminino,2019.0,Pública,Agata,6.850183333,5.0,5.2,9.0,8.8,2.52,7.8125,8.0425,-2.0,5.0,6.3,5.5,5.0,-1.0,0.2999999999999998,0.0,1.0,1
RA-433,ALUNO-433,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.6,5.0,-1.0,,,,0
RA-433,Aluno-433,2022,2,M,12.0,Menino,2022.0,Escola Pública,Quartzo,5.557,5.0,2.6,7.3,8.5,5.0,,5.778,-1.0,2.2,3.0,4.8,5.0,-1.0,2.1999999999999997,0.0,0.0,0
RA-433,Aluno-433,2023,FASE 2,2M,,Masculino,2022.0,Pública,Agata,6.5982,5.0,4.8,7.2,8.5,7.52,5.833333333,7.613333333,-1.0,1.8,7.7,4.833333333333333,10.0,0.0,0.033333333333333215,5.0,1.0,1
RA-434,ALUNO-434,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.7,10.0,0.0,,,,0
RA-434,Aluno-434,2022,2,M,11.0,Menino,2022.0,Escola Pública,Ametista,7.403,10.0,5.7,8.1,9.0,7.5,,6.778,0.0,4.8,6.5,6.6,5.0,-1.0,0.8999999999999995,-5.0,-1.0,0
RA-434,Aluno-434,2023,FASE 2,2M,12.0,Masculino,2022.0,Pública,Ametista,7.069766667,5.0,6.6,8.0,6.3,7.52,7.5,7.613333333,-1.0,5.2,8.0,5.5,10.0,0.0,-1.0999999999999996,5.0,1.0,1
RA-435,ALUNO-435,2021,5.0,B,,,,Escola Pública,Quartzo,4.169,5.0,3.0,4.7,6.7,0.0,7.5,3.5,-2.0,,,4.7,10.0,0.0,1.7000000000000002,5.0,2.0,1
RA-436,ALUNO-436,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.3,5.0,-1.0,,,,0
RA-436,ALUNO-436,2021,2.0,J,,,,Escola Pública,Ametista,7.743,5.0,6.3,8.8,9.5,7.5,8.5,8.4,-1.0,,,2.0,10.0,0.0,-4.3,5.0,1.0,1
